�ɺt�W��,����,����,�q�v�W��,IMDB�Τ�벼�ƶq,�w��,�W�u���,IMDB����,�q�vFB������,�y��,��a
Jaume Balagueró,252,,[Rec]?,131462,1500000,2007,7.5,15000,Spanish,Spain
Patricia Cardoso,,,Lies in Plain Sight?,544,2100000,2010,6.3,162,English,USA
Dan Perri,1,,Sharkskin?,6,2100000,2015,6.7,14,English,USA
Neil Mcenery-West,33,,Containment?,1355,,2015,4.8,275,English,UK
Anthony O'Brien,19,,The Timber?,1274,2100000,2015,5.5,380,English,USA
Terence Young,167,24800000,From Russia with Love?,89403,2000000,1963,7.5,0,English,UK
Michael Herz,49,792966,The Toxic Avenger Part II?,4663,2300000,1989,5.1,321,English,USA
,1,,In the Heat of the Night?            ,2258,,,7.4,763,English,USA
Woody Allen,66,,Sleeper?,33335,2000000,1973,7.3,0,English,USA
David Robert Mitchell,533,14673301,It Follows?,112899,2000000,2014,6.9,45000,English,USA
Woody Allen,50,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask?,31077,2000000,1972,6.8,0,English,USA
Robert Mulligan,127,,To Kill a Mockingbird?,215086,2000000,1962,8.4,15000,English,USA
George Miller,177,9003011,Mad Max 2: The Road Warrior?,133966,2000000,1981,7.6,0,English,Australia
Chia-Liang Liu,77,11546543,The Legend of Drunken Master?,34520,2000000,1994,7.6,0,Cantonese,Hong Kong
Stanley Kubrick,103,,Lolita?,67825,2000000,1962,7.7,0,English,UK
Kimberly Peirce,123,11533945,Boys Don't Cry?,77551,2000000,1999,7.6,0,English,USA
Chris Kentis,218,12555230,Silent House?,18566,2000000,2011,5.3,0,English,France
Florian Henckel von Donnersmarck,215,11284657,The Lives of Others?,259379,2000000,2006,8.5,39000,German,Germany
Alex Kendrick,34,34522221,Courageous?,15401,2000000,2011,7,10000,English,USA
Robert Rossen,100,,The Hustler?,62860,2000000,1961,8,0,English,USA
Jack Conway,12,,Boom Town?,2269,1614000,1940,7.1,236,English,USA
Sylvain Chomet,167,7002255,The Triplets of Belleville?,42462,9500000,2003,7.8,0,French,France
Chris Eyre,56,6719300,Smoke Signals?,8224,2000000,1998,7.2,0,English,Canada
Shari Springer Berman,180,6003587,American Splendor?,41999,,2003,7.5,0,English,USA
Richard Linklater,211,5792822,Before Sunset?,168398,2700000,2004,8,13000,English,USA
Alejandro G. Iñárritu,157,5383834,Amores Perros?,173551,2000000,2000,8.1,11000,Spanish,Mexico
Catherine Hardwicke,126,4599680,Thirteen?,68222,1500000,2003,6.8,0,English,USA
Elia Kazan,61,,Gentleman's Agreement?,10791,2000000,1947,7.4,0,English,USA
Debra Granik,365,6531491,Winter's Bone?,111658,2000000,2010,7.2,20000,English,USA
Kevin Macdonald,121,4581222,Touching the Void?,26926,,2003,8.1,0,English,UK
Henry King,10,,Alexander's Ragtime Band?,1381,2000000,1938,7,60,English,USA
Miranda July,151,3885134,Me and You and Everyone We Know?,31130,2000000,2005,7.4,0,English,USA
Charles Ferguson,171,4311834,Inside Job?,55382,,2010,8.3,63000,English,USA
Max Joseph,158,3590010,We Are Your Friends?,20885,2000000,2015,6.1,0,English,UK
Jim Jarmusch,167,3300230,Ghost Dog: The Way of the Samurai?,70084,,1999,7.5,0,English,France
David Ayer,118,3335839,Harsh Times?,54657,2000000,2005,7,0,English,USA
Jerry Jameson,39,2557668,Captive?,3911,2000000,2015,5.3,0,English,USA
Steven Soderbergh,108,2506446,Full Frontal?,8662,2000000,2002,4.7,134,English,USA
Kevin Tenney,65,7369373,Witchboard?,4288,2000000,1986,5.7,0,English,UK
,8,,Strangers with Candy?            ,4181,,,8.1,558,English,USA
Kenneth Branagh,85,4414535,Hamlet?,30618,18000000,1996,7.8,0,English,UK
John Cameron Mitchell,160,1984378,Shortbus?,27346,2000000,2006,6.5,0,English,USA
Ari Folman,231,2283276,Waltz with Bashir?,46107,1500000,2008,8,0,Hebrew,Israel
Gary Rogers,7,1098224,"The Book of Mormon Movie, Volume 1: The Journey?",397,2000000,2003,3.3,32,English,USA
Charles Ferguson,79,1430185,No End in Sight?,7314,2000000,2007,8.3,0,English,USA
Marielle Heller,168,1477002,The Diary of a Teenage Girl?,16645,2000000,2015,6.9,0,English,USA
,1,,Get Real?            ,415,,,7.3,43,English,USA
David Sington,107,1134049,In the Shadow of the Moon?,5475,2000000,2007,8.1,0,English,UK
Kelly Reichardt,200,977600,Meek's Cutoff?,8204,,2010,6.5,0,English,USA
Fenton Bailey,123,653621,Inside Deep Throat?,5615,2000000,2005,6.8,592,English,USA
Bob Giraldi,39,110000,Dinner Rush?,4359,,2000,7.3,495,English,USA
Jill Sprecher,41,444354,Clockwatchers?,4049,,1997,6.4,166,English,UK
Huck Botko,46,535249,The Virginity Hit?,3467,3400000,2010,4.6,974,English,USA
Luc Besson,30,,Subway?,11031,17000000,1985,6.5,739,French,France
David Duchovny,46,371081,House of D?,7479,6000000,2004,7,857,English,USA
Mitchell Lichtenstein,221,347578,Teeth?,34556,,2007,5.4,17000,English,USA
Lance Mungia,51,124494,Six-String Samurai?,5613,2000000,1998,6.7,0,English,USA
Kundan Shah,1,,Hum To Mohabbat Karega?,275,,2000,2.8,10,Hindi,India
Michael Dowse,58,120620,It's All Gone Pete Tong?,16828,,2004,7.4,0,English,UK
Hue Rhodes,45,100669,Saint John of Las Vegas?,2522,3800000,2009,5.8,407,English,USA
Shane Meadows,44,,24 7: Twenty Four Seven?,2081,,1997,7.1,224,English,UK
Roland Emmerich,74,186354,Stonewall?,1758,13500000,2015,4.5,0,English,USA
,20,,Eureka?            ,39559,,,7.9,3000,English,USA
Jugal Hansraj,6,55202,Roadside Romeo?,922,,2008,5.3,39,Hindi,India
Danny Provenzano,5,,This Thing of Ours?,508,,2003,5.4,61,English,USA
Bill Muir,10,549632,The Lost Medallion: The Adventures of Billy Stone?,1278,,2013,4.8,715,English,Thailand
Richard LaGravenese,81,137945,The Last Five Years?,6223,,2014,5.9,0,English,USA
Noah Buschel,66,17580,The Missing Person?,1268,1500000,2009,6.2,195,English,USA
Brian Yuzna,46,,Return of the Living Dead III?,10182,2000000,1993,5.9,810,English,USA
Hunter Richards,34,12667,London?,19336,14000,2005,6.6,0,English,UK
Laurie Collyer,78,198407,Sherrybaby?,10282,2000000,2006,6.6,474,English,USA
Bruce McCulloch,52,13973532,Stealing Harvard?,11211,25000000,2002,5.1,215,English,USA
Aaron Hann,29,,Circle?,13279,,2015,6,0,English,USA
James Watkins,161,5824,Eden Lake?,57811,,2008,6.8,0,English,UK
Catherine Hardwicke,18,2843,Plush?,2895,,2013,5.4,604,English,USA
Phil Claydon,107,,Vampire Killers?,17296,,2009,5.2,0,English,UK
Ralph Ziman,30,4958,Gangster's Paradise: Jerusalema?,9689,2000000,2008,7.8,1000,English,South Africa
John Simpson,24,,Freeze Frame?,2588,2000000,2004,6.4,205,English,UK
Colin Minihan,116,,Grave Encounters?,40380,100000,2011,6.1,0,English,Canada
Conor McMahon,98,,Stitches?,6585,,2012,5.7,0,English,Ireland
Chris Shadley,25,,Nine Dead?,9280,2000000,2010,5.5,0,English,USA
Simon Napier-Bell,,,"To Be Frank, Sinatra at 100?",7,2000000,2015,7.4,0,English,UK
Woody Allen,40,,Bananas?,27646,2000000,1971,7.1,0,English,USA
Simon Yin,20,13220,Supercapitalist?,289,,2012,3.9,115,English,USA
Jeff Crook,8,,Rockaway?,355,2000000,2007,4.6,44,English,USA
,19,,Wings?            ,7646,,,7.3,1000,English,USA
Orson Welles,90,7927,The Lady from Shanghai?,19236,2300000,1947,7.7,0,English,USA
Dave Payne,21,,No Man's Land: The Rise of Reeker?,2701,2000000,2008,4.9,153,English,USA
James Cox,12,,Highway?,5182,14000000,2002,6.3,912,English,USA
Jonas ?kerlund,33,,Small Apartments?,5732,2000000,2012,6.1,0,English,USA
Brad Copeland,9,,Coffee Town?,4204,2000000,2013,6.6,0,English,USA
Paul Bunnell,94,2436,The Ghastly Love of Johnny X?,344,2000000,2012,5.7,655,English,USA
Phil Morrison,41,4556,All Is Bright?,4478,,2013,5.6,825,English,USA
Harald Reinl,38,,The Torture Chamber of Dr. Sadism?,952,,1967,6,200,German,West Germany
James Cox,12,,Straight A's?,3605,2000000,2013,5.7,0,English,USA
Richard Lester,25,,A Funny Thing Happened on the Way to the Forum?,6804,2000000,1966,7,805,English,USA
Michael Moore,27,,Slacker Uprising?,2242,2000000,2007,5.3,69,English,USA
Tanner Beard,2,,The Legend of Hell's Gate: An American Conspiracy?,583,2000000,2011,4.4,651,English,USA
Scott Dow,23,,The Walking Deceased?,2348,1250000,2015,3.4,0,English,USA
Derick Martini,32,,The Curse of Downers Grove?,1040,2000000,2015,4.5,0,English,USA
Jerry Dugan,18,,Shark Lake?,838,2000000,2015,3.4,728,English,USA
Tim Hunter,45,4600000,River's Edge?,11763,1900000,1986,7.1,0,English,USA
Michael Polish,60,1420578,Northfork?,4894,1900000,2003,6.4,298,English,USA
William Kaufman,23,,The Marine 4: Moving Target?,2032,1950000,2015,5.2,620,English,USA
Rodrigo Cortés,363,1028658,Buried?,118684,3000000,2010,7,24000,English,Spain
Richard Ayoade,249,466702,Submarine?,65877,,2010,7.3,17000,English,UK
Jehane Noujaim,68,,The Square?,6678,1500000,2013,8.1,0,Arabic,Egypt
Pascal Arnold,14,18435,One to Another?,1010,1400000,2006,5.8,104,French,France
Kimberly Peirce,359,35266619,Carrie?,108248,30000000,2013,5.9,39000,English,USA
Remo,15,95236,ABCD (Any Body Can Dance)?,5018,,2013,6.4,1000,Hindi,India
Wes Craven,256,26505000,A Nightmare on Elm Street?,149293,1800000,1984,7.5,10000,English,USA
James Marsh,194,2957978,Man on Wire?,40481,1000000,2008,7.8,0,English,UK
John Laing,,,Abandoned?,333,,2015,6.3,213,English,New Zealand
Jamal Hill,10,444044,Brotherly Love?,744,1900000,2015,7.2,1000,English,USA
Daniel Stamm,311,40990055,The Last Exorcism?,41509,1800000,2010,5.6,0,English,France
Sam Taylor-Johnson,205,1445366,Nowhere Boy?,29019,,2009,7.2,10000,English,UK
Elia Kazan,94,,A Streetcar Named Desire?,78454,1800000,1951,8,5000,English,USA
Stanley Kubrick,192,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb?,342585,1800000,1964,8.5,18000,English,USA
Carlos Carrera,85,5709616,El crimen del padre Amaro?,11088,1800000,2002,6.8,544,Spanish,Mexico
Benh Zeitlin,663,12784397,Beasts of the Southern Wild?,70336,1800000,2012,7.3,31000,English,USA
J. Lee Thompson,62,,Battle for the Planet of the Apes?,22764,1800000,1973,5.5,511,English,USA
Maggie Greenwald,39,3050934,Songcatcher?,2794,1800000,2000,7.3,0,English,USA
Vera Farmiga,68,841206,Higher Ground?,2603,,2011,6.3,952,English,USA
Vijay Chandar,3,,Vaalu?,563,150000000,2015,5.1,82,Tamil,India
Morgan Spurlock,130,638476,The Greatest Movie Ever Sold?,13223,1500000,2011,6.6,0,English,USA
Jonathan Wacks,13,,Ed and His Dead Mother?,1435,1800000,1993,6.1,266,English,USA
Khyentse Norbu,44,505295,Travelers and Magicians?,1747,1800000,2003,7.5,353,Dzongkha,Australia
Ted Post,26,,Hang 'Em High?,25472,1800000,1968,7,0,English,USA
Richard Brooks,27,,Deadline - U.S.A.?,1756,,1952,7.2,169,English,USA
Tony Krantz,53,,Sublime?,6267,1800000,2007,5.3,368,English,USA
Mitchell Altieri,,,A Beginner's Guide to Snuff?,13,,2016,8.7,8,English,USA
W.D. Hogan,10,,Independence Daysaster?,761,1800000,2013,3.4,566,English,Canada
Corey Grant,4,,Dysfunctional Friends?,686,1800000,2012,5.4,569,English,USA
Tom Tykwer,181,7267324,Run Lola Run?,161471,3500000,1998,7.8,0,German,Germany
Lucky McKee,114,145540,May?,26773,500000,2002,6.7,0,English,USA
Richard Boddington,11,,Against the Wild?,840,2000000,2013,4.7,326,English,Canada
David Hunt,1,,Living Dark: The Story of Ted the Caver?,28,1750000,2013,6.3,73,English,USA
Patricia Riggen,75,12589108,Under the Same Moon?,5526,,2007,7.4,0,Spanish,Mexico
J. Lee Thompson,80,,Conquest of the Planet of the Apes?,23268,1700000,1972,6.1,794,English,USA
Todd Field,179,35918429,In the Bedroom?,32415,1700000,2001,7.5,951,English,USA
Steven R. Monroe,225,92401,I Spit on Your Grave?,56402,2000000,2010,6.3,17000,English,USA
Mark Illsley,77,1943649,"Happy, Texas?",8697,1700000,1999,6.3,374,English,USA
Pawel Pawlikowski,124,992238,My Summer of Love?,16349,1700000,2004,6.8,869,English,UK
Ritesh Batra,195,4231500,The Lunchbox?,30479,1000000,2013,7.8,16000,Hindi,India
Sally Potter,76,396035,Yes?,2725,1000000,2004,6.9,305,English,UK
Frank Capra,51,,You Can't Take It with You?,17799,1644736,1938,8,0,English,USA
Fred Zinnemann,101,,From Here to Eternity?,33987,1650000,1953,7.8,0,English,USA
John Ford,55,,She Wore a Yellow Ribbon?,11920,1600000,1949,7.4,721,English,USA
Brad J. Silverman,15,2507106,Grace Unplugged?,2561,,2013,6.1,0,English,USA
Dave Meyers,16,6026908,Foolish?,536,2000000,1999,4.3,43,English,USA
David M. Matthews,5,2592808,N-Secure?,548,,2010,3.5,588,English,USA
Nadine Labaki,109,1060591,Caramel?,9750,1300000,2007,7.2,0,Arabic,France
Lluís Quílez,40,,Out of the Dark?,2621,,2014,4.7,844,English,USA
Eytan Fox,51,155972,The Bubble?,4702,1500000,2006,7.3,0,Hebrew,Israel
Francis Ford Coppola,149,,The Conversation?,74651,1600000,1974,7.9,6000,English,USA
Romesh Sharma,4,129319,Dil Jo Bhi Kahey...?,257,70000000,2005,5.1,9,English,India
François Truffaut,35,26893,Mississippi Mermaid?,4391,1600000,1969,7.2,278,French,France
Adam Goldberg,22,2580,I Love Your Work?,1618,1650000,2003,5.4,63,English,USA
Travis Zariwny,68,,Cabin Fever?,3313,,2016,3.7,2000,English,USA
Zack Snyder,287,58885635,Dawn of the Dead?,194426,26000000,2004,7.4,7000,English,USA
Adrienne Shelly,173,19067631,Waitress?,37714,2000000,2007,7.1,0,English,USA
Newt Arnold,61,11806119,Bloodsport?,57578,1100000,1988,6.8,0,English,USA
Frank Capra,96,,Mr. Smith Goes to Washington?,77392,1500000,1939,8.2,0,English,USA
Larry Clark,71,7417210,Kids?,59041,1500000,1995,7,0,English,USA
Noah Baumbach,110,7362100,The Squid and the Whale?,60295,1500000,2005,7.4,0,English,USA
Charles Herman-Wurmfeld,110,7022940,Kissing Jessica Stein?,14018,1000000,2001,6.7,682,English,USA
Yimou Zhang,101,190666,"A Woman, a Gun and a Noodle Shop?",2410,,2009,5.7,784,Mandarin,China
John Stockwell,2,,Kickboxer: Vengeance?,246,17000000,2016,9.1,0,,USA
Alfred Hitchcock,97,,Spellbound?,32927,1696377,1945,7.6,0,English,USA
Atom Egoyan,53,5132222,Exotica?,14112,2000000,1994,7.2,619,English,Canada
Vincent Gallo,106,2365931,Buffalo '66?,36657,1500000,1998,7.5,0,English,USA
James Wan,445,53991137,Insidious?,202800,1500000,2010,6.8,60000,English,USA
Alex Cox,131,,Repo Man?,25332,1500000,1984,6.9,0,English,USA
Fabián Bielinsky,94,1221261,Nine Queens?,38215,1500000,2000,7.9,0,Spanish,Argentina
Dror Moreh,105,2408553,The Gatekeepers?,4547,,2012,7.6,0,Hebrew,Israel
Rebecca Miller,75,712294,The Ballad of Jack and Rose?,9408,1500000,2005,6.7,608,English,USA
Maggie Carey,97,3447339,The To Do List?,29517,1500000,2013,5.8,0,English,USA
Roger Avary,37,418953,Killing Zoe?,17322,1500000,1993,6.5,853,English,France
Henry Bean,84,406035,The Believer?,30314,1500000,2001,7.2,0,English,USA
David Gordon Green,88,402820,Snow Angels?,10896,,2007,6.9,415,English,USA
Simeon Rice,6,,Unsullied?,95,1500000,2014,5.5,307,English,USA
Brad Anderson,127,373967,Session 9?,43839,1500000,2001,6.5,0,English,USA
Jeff Garlin,32,194568,I Want Someone to Eat Cheese With?,2963,1500000,2006,6.2,0,English,USA
Qasim Basir,8,,Mooz-Lum?,919,,2010,6.7,0,English,USA
Adam Green,229,,Hatchet?,23349,1500000,2006,5.7,0,English,USA
Charles Chaplin,120,163245,Modern Times?,143086,1500000,1936,8.6,0,English,USA
Pete Jones,31,119841,Stolen Summer?,2419,1500000,2002,6.5,304,English,USA
Bruce Campbell,100,173066,My Name Is Bruce?,21379,1500000,2007,6.3,0,English,USA
Mark Brown,14,92362,The Salon?,444,1500000,2005,4.3,68,English,USA
Adam Carolla,14,105943,Road Hard?,1351,1500000,2015,6.1,212,English,USA
Ira Sachs,39,,Forty Shades of Blue?,1134,1500000,2005,6,216,English,USA
John Sayles,35,183490,Amigo?,463,1700000,2010,5.8,594,English,USA
Bruce McDonald,178,3478,Pontypool?,22212,1500000,2008,6.7,0,English,Canada
James Mottern,46,52166,Trucker?,2792,2000000,2008,6.7,371,English,USA
Jaime Zevallos,,,Me You and Five Bucks?,7,1500000,2015,7.6,132,English,USA
Rob Zombie,234,1163508,The Lords of Salem?,20376,2500000,2012,5.1,15000,English,USA
Gerard Johnstone,166,,Housebound?,23323,350000,2014,6.8,10000,English,New Zealand
Robert Greenwald,56,,Wal-Mart: The High Cost of Low Price?,4120,1500000,2005,6.8,0,English,USA
David Ray,16,,Fetching Cody?,1232,1500000,2005,6.8,193,English,Canada
Dave Rodriguez,9,,Once Upon a Time in Queens?,291,1500000,2013,6.3,283,English,USA
Nae Caranfil,18,,Closer to the Moon?,2841,5000000,2014,7.1,0,English,Romania
David Winning,4,,Mutant World?,459,1500000,2014,2.8,236,English,Canada
Frank Lotito,,,Growing Up Smith?,108,2000000,2015,8.2,232,English,USA
Timothy Woodward Jr.,6,,Checkmate?,735,1500000,2015,3.1,402,English,USA
Christopher McQuarrie,387,80033643,Jack Reacher?,226583,60000000,2012,7,38000,English,USA
Tara Subkoff,35,,#Horror?,1547,1500000,2015,3.3,750,English,USA
Russell Friedenberg,27,,Wind Walkers?,133,2000000,2015,3.6,135,English,USA
William Cottrell,145,184925485,Snow White and the Seven Dwarfs?,133348,2000000,1937,7.7,0,English,USA
Lucrecia Martel,78,304124,The Holy Girl?,2720,1400000,2004,6.7,57,Spanish,Argentina
Edward Dmytryk,10,,Shalako?,1978,1455000,1968,5.5,209,English,UK
Zak Penn,60,36830,Incident at Loch Ness?,3291,1400000,2004,6.6,400,English,UK
Alex Ranarivelo,9,,The Dog Lover?,162,2000000,2016,4.8,724,English,USA
Jon Knautz,63,,Girl House?,4948,3150000,2014,5.5,969,English,Canada
Mathieu Amalric,92,231186,The Blue Room?,2082,,2014,6.3,389,French,France
David Worth,4,,House at the End of the Drive?,330,1400000,2014,6.9,223,English,USA
Leslie H. Martinson,53,,Batman: The Movie?,22975,1377800,1966,6.5,0,English,USA
Guy Ritchie,116,3650677,"Lock, Stock and Two Smoking Barrels?",414976,960000,1998,8.2,21000,English,UK
Robert M. Young,,,The Ballad of Gregorio Cortez?,39,1250000,1982,7.1,32,English,USA
,13,,The Streets of San Francisco?            ,3405,,,7.3,533,English,USA
Thomas Vinterberg,98,1647780,The Celebration?,65951,1300000,1998,8.1,5000,Danish,Denmark
Steve Buscemi,43,695229,Trees Lounge?,11369,1300000,1996,7.2,872,English,USA
Ham Tran,15,638951,Journey from the Fall?,775,1592000,2006,7.4,100,Vietnamese,USA
Rich Cowan,14,609042,The Basket?,449,1300000,1999,6.5,117,English,USA
Boris Rodriguez,56,1521,Eddie: The Sleepwalking Cannibal?,1231,1500000,2012,5.7,932,English,Canada
Harold Becker,79,32940507,Mercury Rising?,54316,60000000,1998,6.1,0,English,USA
,8,,Space: Above and Beyond?            ,6381,5000000,,7.7,963,English,USA
Sadyk Sher-Niyaz,16,,Queen of the Mountains?,3144,1400000,2014,8.7,0,English,Kyrgyzstan
Paul Donovan,18,,Def-Con 4?,1339,1750000,1985,4.3,220,English,Canada
Jonathan Kesselman,35,19539,The Hebrew Hammer?,4182,1000000,2003,6.2,3000,English,USA
Arjun Sablok,5,100358,Neal 'N' Nikki?,1167,1500000,2005,3.3,66,English,India
Craig Moss,16,,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It?,5579,1300000,2010,2.7,0,English,USA
Tyler Oliver,24,,Forget Me Not?,4866,1300000,2009,5.2,969,English,USA
Alfred Hitchcock,144,,Rebecca?,87424,1288000,1940,8.2,0,English,USA
Steve Miner,242,19100000,Friday the 13th Part 2?,39690,1250000,1981,6.1,0,English,USA
Billy Wilder,97,,The Lost Weekend?,24959,1250000,1945,8,0,English,USA
Douglas Cheek,77,,C.H.U.D.?,7528,1250000,1984,5.5,0,English,USA
Youssef Delara,16,2833383,Filly Brown?,910,427000,2012,5.7,0,English,USA
Deryck Broom,7,,The Lion of Judah?,458,15000000,2011,3.7,381,English,USA
Henry Hathaway,74,,Niagara?,11047,1250000,1953,7.1,1000,English,USA
John Ford,74,,How Green Was My Valley?,15840,1250000,1941,7.8,0,English,USA
,19,,The Girlfriend Experience?            ,3282,,,7.3,632,English,USA
Spike Lee,46,,Da Sweet Blood of Jesus?,794,1420000,2014,4.1,447,English,USA
Steven Soderbergh,58,24741700,"Sex, Lies, and Videotape?",37785,1200000,1989,7.2,2000,English,USA
James Wan,287,55153403,Saw?,299127,1200000,2004,7.7,0,English,USA
Jay Chandrasekhar,100,18488314,Super Troopers?,76151,1200000,2001,7.1,0,English,USA
Giovanni Zelko,5,,The Algerian?,101,1300000,2014,7.6,221,English,USA
Claudia Sainte-Luce,50,11278,The Amazing Catfish?,1229,1300000,2013,7,407,Spanish,Mexico
Scott Derrickson,276,79363785,The Day the Earth Stood Still?,139426,80000000,2008,5.5,0,English,USA
Mira Nair,137,13876974,Monsoon Wedding?,19397,7000000,2001,7.4,0,Hindi,India
Kenneth Lonergan,122,9180275,You Can Count on Me?,22145,1200000,2000,7.7,756,English,USA
Alfred Hitchcock,73,,The Trouble with Harry?,24891,1200000,1955,7.2,0,English,USA
Paul McGuigan,202,22494487,Lucky Number Slevin?,262160,27000000,2006,7.8,10000,English,Germany
Jamie Babbit,99,2199853,But I'm a Cheerleader?,19986,1200000,1999,6.6,0,English,USA
David Boyd,10,2859955,Home Run?,2417,1200000,2013,6,0,English,USA
Quentin Tarantino,173,2812029,Reservoir Dogs?,664719,1200000,1992,8.4,19000,English,USA
Walter Lang,7,,The Blue Bird?,1047,,1940,6.5,548,English,USA
Sergio Leone,181,6100000,"The Good, the Bad and the Ugly?",503509,1200000,1966,8.9,20000,Italian,Italy
Anna Muylaert,111,375723,The Second Mother?,7025,4000000,2015,7.9,0,Portuguese,Brazil
Steve Taylor,38,594904,Blue Like Jazz?,2582,1200000,2012,6,0,English,USA
Kurt Voss,12,58936,Down and Out with the Dolls?,91,1200000,2001,6.1,27,English,USA
Léa Pool,23,24784,"Pink Ribbons, Inc.?",591,1200000,2011,7.4,5000,English,Canada
James David Pasternak,17,7826,Certifiably Jonathan?,132,1200000,2007,6.2,87,English,USA
Laurent Bouhnik,9,,Q?,4068,1500000,2011,5.6,754,French,France
Tom Sanchez,1,3830,The Knife of Don Juan?,27,1200000,2013,7.2,75,Spanish,USA
David Caffrey,51,,Grand Theft Parsons?,2953,,2003,6.1,480,English,USA
Adam Jay Epstein,14,,Extreme Movie?,9560,,2008,3.8,636,English,USA
Michael Curtiz,24,,The Charge of the Light Brigade?,3418,1200000,1936,7.1,204,English,USA
Justin Thomas Ostensen,18,,Below Zero?,652,1200000,2011,4.5,161,English,Canada
Brenton Spencer,22,,Crowsnest?,1321,1200000,2012,3.8,238,English,Canada
Rob Bowman,9,2850263,Airborne?,5061,2600000,1993,6.2,0,English,USA
Ossie Davis,30,,Cotton Comes to Harlem?,1172,1200000,1970,6.6,477,English,USA
Jay Alaimo,9,,The Wicked Within?,742,1200000,2015,4.6,479,English,USA
Dylan Bank,7,,Bleeding Hearts?,71,1200000,2015,4.2,242,English,USA
Rob McKittrick,91,16101109,Waiting...?,76467,3000000,2005,6.8,0,English,USA
Shane Meadows,99,6013,Dead Man's Shoes?,39929,695393,2004,7.7,0,English,UK
,2,,Wolf Creek?            ,726,,,7.1,954,English,Australia
Jeff Burr,57,1400000,From a Whisper to a Scream?,1324,1100000,1987,5.9,241,English,USA
Harry Gantz,12,247740,Sex with Strangers?,285,,2002,4.7,51,English,USA
Guy Maddin,58,39659,Dracula: Pages from a Virgin's Diary?,1555,1600000,2002,7,131,English,Canada
Regardt van den Bergh,5,,Faith Like Potatoes?,2050,10000000,2006,6.9,0,Zulu,South Africa
Panos Cosmatos,97,56129,Beyond the Black Rainbow?,6555,1100000,2010,6.1,0,English,Canada
Gareth Evans,481,4105123,The Raid: Redemption?,148221,1100000,2011,7.6,51000,Indonesian,Indonesia
Matthew R. Anderson,17,,The Dead Undead?,737,1100000,2010,3,444,English,USA
Joe Marino,9,,The Vatican Exorcisms?,332,1100000,2013,2.6,200,English,Italy
Michael Curtiz,242,,Casablanca?,387508,950000,1942,8.6,23000,English,USA
Joel Anderson,95,,Lake Mungo?,9465,1400000,2008,6.1,0,English,Australia
Shimit Amin,14,,Rocket Singh: Salesman of the Year?,11010,,2009,7.5,773,Hindi,India
Douglas Trumbull,87,,Silent Running?,20678,1000000,1972,6.7,0,English,USA
John G. Avildsen,141,117235247,Rocky?,375240,960000,1976,8.1,0,English,USA
Mona Fastvold,16,,The Sleepwalker?,512,1100000,2014,4.9,234,English,Norway
John Carpenter,212,21378000,The Fog?,46493,1000000,1980,6.8,7000,English,USA
Tony Richardson,30,,Tom Jones?,8508,1000000,1963,6.8,328,English,UK
Levan Gabriadze,270,31537320,Unfriended?,44329,1000000,2014,5.7,13000,English,USA
Martin Scorsese,211,,Taxi Driver?,507063,1300000,1976,8.3,35000,English,USA
Joe Dante,161,17986000,The Howling?,22773,1000000,1981,6.6,0,English,USA
Terence Young,184,16067035,Dr. No?,116642,1100000,1962,7.3,5000,English,UK
Bradley Parker,270,18112929,Chernobyl Diaries?,52642,1000000,2012,5,24000,English,USA
Clive Barker,203,14564027,Hellraiser?,76407,1000000,1987,7,0,English,UK
Harold Cronk,29,20773070,God's Not Dead 2?,4501,5000000,2016,3.4,0,English,USA
Jeff Wadlow,137,10042266,Cry_Wolf?,23021,1000000,2005,5.9,816,English,USA
Takao Okawara,107,10037390,Godzilla 2000?,5442,1000000000,1999,6,339,Japanese,Japan
Derek Cianfrance,377,9701559,Blue Valentine?,141425,3500000,2010,7.4,25000,English,USA
Duncan Tucker,169,9013113,Transamerica?,36321,1000000,2005,7.4,0,English,USA
William Brent Bell,225,53245055,The Devil Inside?,30570,1000000,2012,4.2,12000,English,USA
Russ Meyer,101,9000000,Beyond the Valley of the Dolls?,7584,900000,1970,6.2,0,English,USA
Robert D. Webb,39,,Love Me Tender?,2636,1000000,1956,6.2,365,English,USA
Davis Guggenheim,372,23808111,An Inconvenient Truth?,67654,,2006,7.5,0,English,USA
Allan Dwan,40,,Sands of Iwo Jima?,7346,1000000,1949,7.2,624,English,USA
Martin Scorsese,129,5355376,Shine a Light?,9638,,2008,7.2,0,English,USA
Eli Roth,285,7186670,The Green Inferno?,21468,6000000,2013,5.4,12000,English,USA
Andrew Steggall,29,,Departure?,162,1100000,2015,7,75,English,UK
Ben Lewin,337,5997134,The Sessions?,36381,1000000,2012,7.2,11000,English,USA
Robert Kenner,120,4417124,"Food, Inc.?",42389,,2008,7.9,37000,English,USA
Andrew Erwin,40,5355847,October Baby?,6110,,2011,6.8,0,English,USA
Brad Anderson,38,3386698,Next Stop Wonderland?,4195,1000000,1998,6.7,392,English,USA
Jason Reitman,387,143492840,Juno?,414345,7500000,2007,7.5,10000,English,USA
Craig Johnson,185,5283379,The Skeleton Twins?,31254,,2014,6.8,0,English,USA
